Begin Time - msec	End Time - msec	Duration - msec	A_LH_gesture	A_RH_gesture	B_LH_gesture	B_RH_gesture	File	File Path	A_LH_gesture_beat	A_LH_gesture_comments	A_LH_gesture_deixis	A_LH_gesture_iconicity	A_LH_gesture_pragmaticality	A_LH_gesture_referent	A_RH_gesture_beat	A_RH_gesture_comments	A_RH_gesture_deixis	A_RH_gesture_iconicity	A_RH_gesture_pragmaticality	A_RH_gesture_referent	A_speech	A_speech_eng	B_LH_gesture_beat	B_LH_gesture_comments	B_LH_gesture_deixis	B_LH_gesture_iconicity	B_LH_gesture_pragmaticality	B_LH_gesture_referent	B_RH_gesture_beat	B_RH_gesture_comments	B_RH_gesture_deixis	B_RH_gesture_iconicity	B_RH_gesture_pragmaticality	B_RH_gesture_referent	B_speech	B_speech_eng	accuracy	comments	correct_answer	director	given_answer	round	target	trial
316100	317340	1240	gesture				044.eaf					1.0		11A							Maar dan ook nog een eh rechthoek zo recht omhoog aan de bovenkant.	But then also an eh rectangle so straight up at the top.																	8	A		1	11.0	1_12
316320	316440	120		non-gesture			044.eaf					1.0		11A							Maar dan ook nog een eh rechthoek zo recht omhoog aan de bovenkant.	But then also an eh rectangle so straight up at the top.																	8	A		1	11.0	1_12
320170	321120	950	gesture				044.eaf				1.0	1.0		11C							En dan nog één zo'n staafje aan de linkerkant.	And then one more such rod on the left side.																	8	A		1	11.0	1_12
325110	325870	760			gesture	gesture	044.eaf																			1.0		11A+11D			1.0				Ja, ja, dus aan de bovenkant eentje met soort van ruitjes dingen	Yes, yes, so at the top one with kind of checkered things			8	A		1	11.0	1_12
326680	327880	1200			gesture	gesture	044.eaf																		1.0						1.0				Ja, ja, dus aan de bovenkant eentje met soort van ruitjes dingen	Yes, yes, so at the top one with kind of checkered things			8	A		1	11.0	1_12
327840	328360	520	gesture	non-gesture			044.eaf				1.0										Ja, eentje die naar achter steekt en eentje die omhoog steekt.	Yes, one that sticks back and one that sticks up.			1.0						1.0				en eentje	and one			8	A		1	11.0	1_12
328000	328520	520			gesture	gesture	044.eaf				1.0										Ja, eentje die naar achter steekt en eentje die omhoog steekt.	Yes, one that sticks back and one that sticks up.				1.0		11A				1.0		11A	en eentje	and one			8	A		1	11.0	1_12
328560	329520	960	gesture	non-gesture			044.eaf				1.0										Ja, eentje die naar achter steekt en eentje die omhoog steekt.	Yes, one that sticks back and one that sticks up.																	8	A		1	11.0	1_12
341960	342540	580				gesture	044.eaf																										1.0		Oké, eh deze bij mij is hele rare vorm.	Okay, um this one with me is very weird shape.			H	B		1	12.0	1_13
343840	344280	440			non-gesture	non-gesture	044.eaf																																H	B		1	12.0	1_13
344720	345450	730			gesture	gesture	044.eaf																			1.0		12A				1.0		12A	Ehm deze heeft een soort van dienbladvorm op de aan de rechterkant.	Um this one has a kind of tray shape on the on the right side.			H	B		1	12.0	1_13
346940	347840	900			gesture 	gesture 	044.eaf																			1.0		other				1.0		other	Ehm deze heeft een soort van dienbladvorm op de aan de rechterkant.	Um this one has a kind of tray shape on the on the right side.			H	B		1	12.0	1_13
348160	348760	600			non-gesture	gesture	044.eaf																								1.0				Ehm deze heeft een soort van dienbladvorm op de aan de rechterkant.	Um this one has a kind of tray shape on the on the right side.			H	B		1	12.0	1_13
349520	349920	400			gesture	non-gesture	044.eaf																		1.0										En dan aan de linkerkant heeft hij bovenin een soort van spijker zitten in de eh ja in de s	And then on the left side he has a kind of nail at the top in the um yes in the s			H	B		1	12.0	1_13
351000	351320	320			gesture	non-gesture	044.eaf																		1.0										En dan aan de linkerkant heeft hij bovenin een soort van spijker zitten in de eh ja in de s	And then on the left side he has a kind of nail at the top in the um yes in the s			H	B		1	12.0	1_13
352090	352470	380			gesture		044.eaf																			1.0		12C							En dan aan de linkerkant heeft hij bovenin een soort van spijker zitten in de eh ja in de s	And then on the left side he has a kind of nail at the top in the um yes in the s			H	B		1	12.0	1_13
353640	354400	760			non-gesture	non-gesture	044.eaf																												En dan aan de linkerkant heeft hij bovenin een soort van spijker zitten in de eh ja in de s	And then on the left side he has a kind of nail at the top in the um yes in the s			H	B		1	12.0	1_13
356120	356560	440			non-gesture	non-gesture	044.eaf														Oh ja, met zo'n spiraal eronder.	Oh yes, with one of those spirals underneath.													En dan aan de linkerkant heeft hij bovenin een soort van spijker zitten in de eh ja in de s	And then on the left side he has a kind of nail at the top in the um yes in the s			H	B		1	12.0	1_13
366560	367040	480	non-gesture	non-gesture			044.eaf														Deze die heeft eh aan de linkerkant ook een soort Pio- Pinocchio neus.	This one that has eh on the left side also has a kind of Pio- Pinocchio nose.																	5	A		1	9.0	1_14
367160	368120	960	gesture	non-gesture			044.eaf					1.0		09C							Deze die heeft eh aan de linkerkant ook een soort Pio- Pinocchio neus.	This one that has eh on the left side also has a kind of Pio- Pinocchio nose.																	5	A		1	9.0	1_14
368140	368960	820	non-gesture	non-gesture			044.eaf														Deze die heeft eh aan de linkerkant ook een soort Pio- Pinocchio neus.	This one that has eh on the left side also has a kind of Pio- Pinocchio nose.																	5	A		1	9.0	1_14
370040	370830	790	gesture	gesture			044.eaf					1.0		09D				1.0		09D	En dan aan de achterkant een platte cirkel.	And then at the back a flat circle.																	5	A		1	9.0	1_14
370080	370320	240			non-gesture	non-gesture	044.eaf					1.0		09D				1.0		09D	En dan aan de achterkant een platte cirkel.	And then at the back a flat circle.																	5	A		1	9.0	1_14
371400	372120	720	non-gesture	gesture			044.eaf										1.0																						5	A		1	9.0	1_14
373010	374170	1160		gesture			044.eaf											1.0		09A	En dan bovenop nog zo'n zo'n staafje dat dan naar rechts eh wijst.	And then on top of that another one of those little bars that then points to the right eh.																	5	A		1	9.0	1_14
374160	374400	240			non-gesture	gesture	044.eaf											1.0		09A	En dan bovenop nog zo'n zo'n staafje dat dan naar rechts eh wijst.	And then on top of that another one of those little bars that then points to the right eh.											1.0						5	A		1	9.0	1_14
375750	377710	1960		gesture			044.eaf											1.0		09B	En dan nog iets dat er dan onder zit.	And then another thing that's underneath it then.																	5	A		1	9.0	1_14
382640	383200	560	non-gesture	gesture			044.eaf											1.0		09D	Dus aan de achterkant zit een platte cirkel, aan de linkerkant zit een ronde buis.	So on the back is a flat circle, on the left is a round tube.																	5	A		1	9.0	1_14
385090	386040	950		gesture			044.eaf											1.0		09C	Dus aan de achterkant zit een platte cirkel, aan de linkerkant zit een ronde buis.	So on the back is a flat circle, on the left is a round tube.																	5	A		1	9.0	1_14
385540	385820	280				gesture	044.eaf											1.0		09C	Dus aan de achterkant zit een platte cirkel, aan de linkerkant zit een ronde buis.	So on the back is a flat circle, on the left is a round tube.									1.0		1.0		Oh ja, ik zie hem, ik zie hem ja num-	Oh yes, I see him, I see him yes num-			5	A		1	9.0	1_14
392400	392560	160			non-gesture	non-gesture	044.eaf																												Ehm deze heeft hmm dus ook een soort van buis die dus vierkantjes zijn	Um this one has hmm so also some kind of tube that are so squares			F	B		1	16.0	1_15
393720	394000	280			non-gesture	non-gesture	044.eaf																												Ehm deze heeft hmm dus ook een soort van buis die dus vierkantjes zijn	Um this one has hmm so also some kind of tube that are so squares			F	B		1	16.0	1_15
394930	396520	1590			gesture  	gesture  	044.eaf																			1.0		16B				1.0		16B	Ehm deze heeft hmm dus ook een soort van buis die dus vierkantjes zijn	Um this one has hmm so also some kind of tube that are so squares			F	B		1	16.0	1_15
396790	397090	300				gesture	044.eaf																								1.0				maar dan aan de rechterkant toegewezen.	but assigned to the right side.			F	B		1	16.0	1_15
400680	401040	360			gesture	gesture	044.eaf																			1.0		16A				1.0		16A	En dan heeft hij aan de bovenkant een pion zitten	And then he has a pawn sitting at the top			F	B		1	16.0	1_15
402800	404480	1680			gesture	non-gesture	044.eaf														Nja.	Well.	1.0		1.0										En dan heeft hij aan de bovenkant een pion zitten	And then he has a pawn sitting at the top			F	B		1	16.0	1_15
404560	405800	1240			gesture	non-gesture	044.eaf																				1.0								en daar zit ook nog iets.	And there's something there, too.			F	B		1	16.0	1_15
405120	405880	760	gesture	non-gesture			044.eaf					1.0		16D							En dan ook nog zo linksachter iets.	And then also so left back something.					1.0								en daar zit ook nog iets.	And there's something there, too.			F	B		1	16.0	1_15
412720	412880	160	non-gesture	non-gesture			044.eaf														Ehm ik heb nu die ene die met die soort spiraal aan de onderkant	Ehm I now have the one with that kind of spiral at the bottom																	4	A		1	3.0	1_16
414480	415320	840	gesture	non-gesture			044.eaf					1.0		03C							Ehm ik heb nu die ene die met die soort spiraal aan de onderkant	Ehm I now have the one with that kind of spiral at the bottom																	4	A		1	3.0	1_16
416400	417480	1080	gesture	gesture			044.eaf					1.0		03D				1.0		03D	met dus dat driehoekje	with so that triangle																	4	A		1	3.0	1_16
417680	419160	1480	gesture 	gesture 			044.eaf					1.0		03E-REP				1.0		03B-REP	met dus dat driehoekje	with so that triangle																	4	A		1	3.0	1_16
419360	419760	400	gesture	gesture			044.eaf					1.0		03E-rep				1.0		03B-rep	en dan die twee uitsteek- of drie uitsteeksels aan de bovenkant.	And then those two protrusions or three protrusions at the top.																	4	A		1	3.0	1_16
420160	421400	1240	gesture	gesture			044.eaf					1.0		03A+03E				1.0		03A+03B	en dan die twee uitsteek- of drie uitsteeksels aan de bovenkant.	And then those two protrusions or three protrusions at the top.																	4	A		1	3.0	1_16
421680	422080	400	non-gesture	non-gesture			044.eaf														en dan die twee uitsteek- of drie uitsteeksels aan de bovenkant.	And then those two protrusions or three protrusions at the top.																	4	A		1	3.0	1_16
423180	423520	340	gesture				044.eaf					1.0		other							Dus die langwerpige, zeg maar.	So those oblong ones, so to speak.																	4	A		1	3.0	1_16
430320	430520	200		non-gesture			044.eaf					1.0		03E							Dus je hebt eh een soort van spijker die dan naar linksboven gaat, een blokje bovenop	So you have eh a kind of nail that then goes to the top left, a block on top																	4	A		1	3.0	1_16
430320	431880	1560	gesture				044.eaf					1.0		03E							Dus je hebt eh een soort van spijker die dan naar linksboven gaat, een blokje bovenop	So you have eh a kind of nail that then goes to the top left, a block on top																	4	A		1	3.0	1_16
430540	431880	1340		non-gesture			044.eaf					1.0		03E							Dus je hebt eh een soort van spijker die dan naar linksboven gaat, een blokje bovenop	So you have eh a kind of nail that then goes to the top left, a block on top																	4	A		1	3.0	1_16
431900	433600	1700	gesture	non-gesture			044.eaf					1.0		03A							Dus je hebt eh een soort van spijker die dan naar linksboven gaat, een blokje bovenop	So you have eh a kind of nail that then goes to the top left, a block on top																	4	A		1	3.0	1_16
447200	447940	740	gesture				044.eaf					1.0		06D-REP							Eh dit is die ene waarvan jij zei, een soort wc-ontstopper	Um this is the one you said, a kind of toilet plunger																	8	A		2	6.0	2_2
448200	449180	980	gesture				044.eaf					1.0		06D-rep																									8	A		2	6.0	2_2
448240	448320	80		non-gesture			044.eaf					1.0		06D-rep																									8	A		2	6.0	2_2
459720	460120	400			gesture	gesture	044.eaf																			1.0		03C				1.0		03C	Dus, zeg maar, hij is wat langwerpig, maar dan met een soort van draai waar je het wijnglas zou vasthouden.	So, say, it's somewhat oblong, but with a kind of twist where you would hold the wine glass.			P	B		2	3.0	2_3
460680	461640	960			gesture	gesture	044.eaf																				1.0					1.0		other	Dus, zeg maar, hij is wat langwerpig, maar dan met een soort van draai waar je het wijnglas zou vasthouden.	So, say, it's somewhat oblong, but with a kind of twist where you would hold the wine glass.			P	B		2	3.0	2_3
463520	463960	440			gesture	gesture	044.eaf																			1.0		main			1.0				En de onderkant is een driehoek.	And the bottom is a triangle.			P	B		2	3.0	2_3
464380	464700	320			gesture	gesture	044.eaf																			1.0		03D				1.0		03D	En de onderkant is een driehoek.	And the bottom is a triangle.			P	B		2	3.0	2_3
465440	465640	200			non-gesture	non-gesture	044.eaf														Oh ja, ja, ja dat is *P*.	Oh yeah, yeah, yeah that's *P*.													En dan zitten er...	And then there are...			P	B		2	3.0	2_3
470330	470830	500		gesture			044.eaf											1.0		04B	Eh dit is die ene met die snavel	Um this is the one with the beak																	16	A		2	4.0	2_4
471810	472500	690		gesture			044.eaf											1.0		04A	en dan dat dat kuifje	and then that that crest																	16	A		2	4.0	2_4
472850	473250	400		gesture			044.eaf											1.0		other	en dat staartje.	And that tail.																	16	A		2	4.0	2_4
480610	481280	670			gesture	gesture	044.eaf																			1.0		01C				1.0		01C	Eh dit is weer die met de eh kubussen die uit elkaar gaan naar links.	Um this is again the one with the um cubes going apart to the left.			H	B		2	1.0	2_5
481520	482160	640			gesture		044.eaf																		1.0										Eh dit is weer die met de eh kubussen die uit elkaar gaan naar links.	Um this is again the one with the um cubes going apart to the left.			H	B		2	1.0	2_5
481520	482350	830				non-gesture	044.eaf																		1.0										Eh dit is weer die met de eh kubussen die uit elkaar gaan naar links.	Um this is again the one with the um cubes going apart to the left.			H	B		2	1.0	2_5
482350	482750	400			gesture	gesture	044.eaf																		1.0						1.0				En dan aan de voorkant de platte vierkant.	And then at the front the flat square.			H	B		2	1.0	2_5
